,Name,Type,Level_x,Rarity,Damage,Health,Energy,Sanity,Timestamp,Level_y,Health_z_0,Health_z_1,Health_z_2,Health_z_3,Health_z_4,Health_z_5,Energy_z_0,Energy_z_1,Energy_z_2,Energy_z_3,Energy_z_4,Energy_z_5,Sanity_z_0,Sanity_z_1,Sanity_z_2,Sanity_z_3,Sanity_z_4,Sanity_z_5
10,Bronze Drake,Dragon,10,Rank 0,10d2+2,19.52,19.94,20.52,2023-05-05 10:18:35,10,0.815601918455534,21.34041498975108,27.05718849760228,28.017806068447797,30.02189650457809,29.63718899683135,0.10847840315496073,20.646540419534375,26.721865636198434,28.390143028364342,30.52215437565122,31.38165110616982,0.9022754514023963,20.195856328081874,25.03298998014064,28.773475981009753,31.255193226402188,31.488105932040558
11,Djinni,Elemental,4,Rank 1,4d4,16.34,15.59,14.8,2023-05-05 10:18:35,4,14.17108333316489,0.3542842332282892,5.120011459773553,7.254610499865947,8.82601977259341,9.338310147687904,13.722517999102825,0.4219881142576818,5.609857463814998,7.756947171086561,9.306092784282365,10.164694306925481,11.798986672185192,1.2440979257545295,5.833422183822033,8.320507513002147,9.909799563479304,10.508696390668945
12,Succubus,Devilkin,6,Rank 1,6d4,24.91,24.23,24.82,2023-05-05 10:18:35,6,21.93629326512695,0.9482313301110099,7.41265366695675,10.696612799610774,13.08981546155126,13.889482781257847,22.111514509753302,0.23672503970552916,7.851132265053807,11.235992337399606,13.636990532313813,14.982025518106457,22.244560167266787,0.8501335825989292,7.088876088601123,11.2133351250808,13.834394787428646,14.933743846739782
13,Brass Wyrmling,Dragon,4,Rank 2,4d6,24.85,24.77,26.15,2023-05-05 10:18:35,4,28.63102567911612,9.22181018844224,0.5681474857451081,3.3122902346131236,5.65148772420922,6.828233730858337,30.319713681812168,9.026428687902117,0.5136254752838937,3.417594640277626,5.806300413954135,7.285586200243103,31.492883544141353,10.5229949553404,1.3632454016540612,2.8299400552943355,5.44645729976938,6.916114943858928
14,Efreeti,Elemental,2,Rank 0,2d2+5,3.99,4.9,4.5,2023-05-05 10:18:35,2,0.016991706634489914,4.178469927192472,5.353954542139186,5.563721079399108,5.972298248487763,5.9020715747073575,1.6271760473244463,3.1906418395093,4.73602710976058,5.246929530716686,5.756739084091099,5.990301180570094,0.8675725494253818,3.62861895011738,4.75550721507231,5.5631300232281795,6.09531322356862,6.1722764945194095
15,Goblin Mage,Devilkin,2,Rank 3,2d8,17.39,15.69,14.73,2023-05-05 10:18:35,2,22.751895183582484,9.784496911804816,3.6027234684307383,0.6439277519038104,0.9736226376360437,1.9496598255280178,21.135208881358633,7.9148502405892,2.461400004931907,0.14653586977677255,1.6431487054591152,2.606251456049083,18.618106910668693,6.977315866939991,1.731004626286321,0.6143630547391118,2.0724064960133304,2.9342052873946116
16,Wyvern,Dragon,13,Rank 3,13d8,100.49,101.22,105.37,2023-05-05 10:18:35,13,126.57122272031806,50.52718373305809,15.032514064008772,1.6260333879009905,11.0082774086742,16.373013149025763,135.99575808860533,50.659158496983146,15.48880978713249,1.3140958644497653,10.972115949678267,17.1805601398759,137.7184664957851,55.33125524793274,17.35443099687055,0.6627380984193593,9.685649335257747,16.025761995770136
17,Mud Elemental,Elemental,9,Rank 0,9d2+1,17.59,17.5,17.09,2023-05-05 10:18:35,9,0.6966599720141016,19.1834492168612,24.33676465409335,25.205833799342667,27.011500073266642,26.666981062933147,0.9039866929580254,19.04092710674905,24.347181620600168,25.761951299464812,27.639972423616204,28.38336423254416,1.578982039954195,19.604909813348474,23.403436174442525,26.56273648482255,28.671566911637935,28.775469544449205
18,Night Hag,Demonic,4,Rank 1,4d4+4,15.77,15.29,17.03,2023-05-05 10:18:35,4,13.202556054998945,0.23966286365443148,5.501004479626155,7.518667203884057,9.038650003801282,9.50643512507837,13.180125983328008,0.7307599051779374,5.809971285354178,7.8987560773221475,9.420465083966295,10.258782807143861,15.668360242622395,1.067850719605973,4.4194513718738655,7.241744038932682,9.03286095131427,9.802841181295697
19,Sapphire Archfey,Fey,7,Rank 2,7d6+2,40.89,42.1,42.49,2023-05-05 10:18:35,7,45.69069914014435,13.431540489154854,0.7419337755024336,6.999818943357245,10.859063211335341,12.715557500531444,50.80405214424103,14.51227417325198,0.06670460717972744,6.570479322248823,10.636623870605407,13.141027197166853,49.434283866258255,15.022482453485955,0.31069313805139215,6.535468401201104,10.818197856798239,13.139035758333367
20,Goblin Archer,Devilkin,9,Rank 0,9d2,17.6,18.95,17.2,2023-05-05 10:18:35,9,0.6796682653796087,19.173029092354483,24.330080566025764,25.201201225587965,27.007769718333176,26.664031501926296,1.7175747166202469,17.54853011730115,23.379964816494134,25.07654158599281,27.08717297514388,27.92860314815533,1.388116079080612,19.490867503487642,23.33368873528813,26.50952393677428,28.62830985005132,28.740651574480122
21,Magma Archfey,Fey,14,Rank 1,14d4+3,56.73,55.7,55.92,2023-05-05 10:18:35,14,48.81717316089056,0.7606690889901475,18.227508160316557,25.604235142247184,31.062665531016624,32.81976532322278,50.08086278987461,0.3087717909202519,18.877403831862594,26.612804736878328,32.13861621118408,35.22046191507966,48.44525115991332,0.08293986171696692,17.804619013230727,27.128724495881418,33.06412489275158,35.47634612849925
22,Ice Elemental,Elemental,4,Rank 1,4d4+3,16.73,16.17,15.36,2023-05-05 10:18:35,4,14.833759891910013,0.7606690889901512,4.8593320251375625,7.073940123432504,8.680535930188023,9.223277268420745,14.771142562934138,0.17497068152147952,5.222970742172583,7.48278328569776,9.084973004893435,9.982789873169951,12.770667927541618,0.66351889373575,5.478344311763301,8.049607268392775,9.689581795401986,10.331441270826335
23,Balor,Demonic,15,Rank 1,15d4+2,60.48,59.32,60.87,2023-05-05 10:18:35,15,51.79072182192636,0.5001659763222877,19.73142797552419,27.573078987996244,33.39413736443627,35.25315315387424,53.00977967505861,0.6998827260859107,20.464973482740085,28.683214767917885,34.57093378446231,37.84866735451303,53.56392920152306,0.9019709961720318,18.47039002334085,28.604163328128895,35.05001726559168,37.707861476517806
24,Flame Spirit,Fey,13,Rank 1,13d4+2,50.26,52.03,50.16,2023-05-05 10:18:35,13,41.22188029527341,1.8131016641683064,18.541660299493262,24.895451357777524,29.74585023950121,31.18865808643459,47.0615472353948,0.030877179092026658,17.32318648457497,24.566029523544703,29.725360687853176,32.60793789234935,41.92110558823444,1.9076168194902832,17.652442782348416,26.04512351744393,31.39676179159475,33.50121765025304
25,Ghast,Undead,6,Rank 0,6d2+1,11.74,12.8,11.67,2023-05-05 10:18:35,6,0.44178437249674685,12.775072645231846,16.215597651972114,16.797712434555507,18.002692908933135,17.77405462727963,1.446378708732842,11.527480194356182,15.475468865696545,16.63891166497544,17.994575150271515,18.566797376426678,0.5725978826207521,12.783106187127798,15.42686540569457,17.574653369033022,19.00557987710138,19.096073893043897
26,Imp,Demonic,8,Rank 0,8d2+3,16.67,15.83,15.25,2023-05-05 10:18:35,8,1.1384443445108514,15.974050868793164,20.941247915757888,21.92597158101247,23.624337793674584,23.398867467343063,0.3073554756057285,16.64279953060174,21.458872129718014,22.769783377893944,24.464234902392437,25.143583541691328,1.3013588241380725,17.365533546990317,20.765714839149084,23.582833794119455,25.46267943393988,25.559555227304735
27,Djinni,Elemental,17,Rank 0,17d2+3,34.23,34.08,33.59,2023-05-05 10:18:35,17,0.39080925259327104,35.18876045917451,45.29806483405402,47.145703101619254,50.647028931741644,50.074697213296766,0.14463787087328098,34.91179716005015,45.30576919647023,48.177212411769794,51.81827657679882,53.29172652368955,0.7114094905288071,35.67450802101115,43.37656647774622,49.54088223293894,53.642688827548085,53.93936602210526
28,Pit Lord,Devilkin,10,Rank 3,10d8,81.73,78.32,78.05,2023-05-05 10:18:35,10,104.88980505470849,43.48317956651917,14.524523370871977,0.8014352595637367,6.815358463452307,11.28796997321592,105.44100786662406,39.44045009354721,12.220284035325887,0.7941298749192854,8.265304857158613,13.072028963673379,100.72517298828681,39.448271729133225,11.444920697607357,0.9433133517647797,8.631750016602014,13.278307638209705
29,White Wyrmling,Dragon,2,Rank 3,2d8+2,18.78,18.03,13.61,2023-05-05 10:18:35,2,25.11374240577663,11.232894218238117,4.5318117098256785,1.2878555038076207,0.4551033018835144,1.5396708455758323,25.365866604402193,10.32327020976719,4.022287812937508,0.9595735988608,0.7510447679244674,1.8723611543457304,16.674744399955834,5.816157802902429,1.0208488821688555,1.1561635439578568,2.5128420321679665,3.288715527079829
30,Copper Faerie,Fey,6,Rank 3,6d8+1,51.25,50.12,46.75,2023-05-05 10:18:35,6,66.69244854037434,28.394839280796724,10.19323430307398,1.5055864702786927,3.264060566787504,6.120339089214277,68.91994547111985,26.88373059612352,9.418690533777378,1.0021162707314741,3.766661069590733,6.8621879492604005,60.296292185064026,23.586023175762968,6.81622700827031,0.604688046003063,5.21050969111511,7.992306742903338
31,Vampire,Undead,2,Rank 0,2d2+4,3.57,3.22,3.5,2023-05-05 10:18:35,2,0.7306433852830821,4.616115156474476,5.634686240977945,5.758289177096661,6.128973155693564,6.025953136995069,1.4102192410145191,4.919763868662727,5.856664510379985,6.041059405635968,6.397223962321102,6.517196781793013,0.8675725494253818,4.665367221579489,5.389574843748617,6.04688046003063,6.488559237992401,6.488803494238353
32,Hell Hound,Demonic,17,Rank 4,17d10+2,165.12,167.76,173.14,2023-05-05 10:18:35,17,222.7952573914365,101.2002492092102,42.189963882624895,13.49005477369709,1.8204132075340576,11.467893194633787,241.83452010013093,102.67691287401541,43.86494968138813,15.01283620680738,0.8539798376400075,11.365890826380117,241.4280890540952,109.00371326152607,45.10757110403254,17.966491222843,1.2347924852906698,9.768023211326618
33,Emerald Faerie,Fey,5,Rank 3,5d8+2,38.59,40.79,38.73,2023-05-05 10:18:35,5,48.579289268007706,19.37101145798206,5.741631650059379,0.6531928994132159,4.256334979090903,6.315010115666393,55.6675005523552,21.39788511077366,7.197427114692488,0.3734301197537097,3.511229600296624,6.024800297316832,49.85071868998243,19.41829512448529,5.535410398344166,0.6143630547391136,4.431882582556023,6.7325292840219415
34,Revenant,Undead,13,Rank 0,13d2+1,25.02,25.29,25.48,2023-05-05 10:18:35,13,1.665187250180048,28.113495919115433,35.41229858208915,36.58806751464959,39.1612660915831,38.63335006772462,1.2836611040003976,27.49098178493336,35.15999844443383,37.20593003267661,39.91974499968073,40.99435954514748,0.9022754514023963,27.494564159175116,33.30123185807969,37.9840842977284,41.10207342757368,41.31310400331658
35,Nightmare,Demonic,11,Rank 0,11d2,21.82,22.06,21.23,2023-05-05 10:18:35,11,0.3058507194208245,23.111836155892526,29.53030108261039,30.65837310862889,32.8942698033511,32.4982631734761,0.10847840315496073,22.581510309301308,29.310004394771816,31.169597590581827,33.52633344734909,34.48029904669508,1.3360617261150871,23.60675814119221,28.387207735838302,32.30001666529961,34.90844870039912,35.06169575886744
36,Platinum Faerie,Fey,13,Rank 1,13d4+1,52.91,52.93,51.12,2023-05-05 10:18:35,13,45.72468255341333,0.9482313301110062,16.770376961582045,23.667819312781052,28.757306182131277,30.40702441961927,48.688723282719245,0.9571925518527898,16.72284501995743,24.140602804837943,29.382243788801386,32.32567239169421,43.58684488313117,0.9123384788866582,17.04373785881916,25.580723098113577,31.019245617747913,33.197351730522854
37,Vampire,Undead,3,Rank 1,3d4+1,11.62,12.29,11.5,2023-05-05 10:18:35,3,9.549339128583535,0.39596473125514775,4.264448187122099,5.735126308323144,6.8563923677204945,7.19102973470092,11.372152597411958,0.29847939788957883,3.808833069962383,5.535274306729045,6.751778091341283,7.436127800592509,9.543298043679199,0.5183741357310543,4.121439586396002,6.04688046003063,7.275051266839965,7.75491149311413
38,Prince of Fear,Devilkin,9,Rank 3,9d8,69.6,70.56,69.97,2023-05-05 10:18:35,9,87.67720623396983,35.011618342560354,10.42717738543961,1.1118177011288835,7.609924064281725,11.326314266304976,95.02708116374762,35.57051031401336,11.046282948962707,0.6806827499308123,7.411325019518606,11.742244827253627,90.17549078727417,35.21833878156782,10.126060029960637,0.9820133867089749,7.876717668908352,12.037521799311444
39,Hell Hound,Demonic,1,Rank 0,1d2+1,2.77,2.4,1.8,2023-05-05 10:18:35,1,1.3083614108557513,1.2816753143258703,2.158960445831407,2.4228360737100196,2.697046616899846,2.7224448093227847,0.7231893543664201,1.6467828849080262,2.401365858470154,2.647099583064274,2.897431591992871,3.0108320069881094,0.3470290197701526,2.280846197216639,2.6630840404404936,2.9992527081751925,3.224617318275011,3.228575397133229
40,Magma Spirit,Fey,8,Rank 0,8d2+1,15.67,16.16,15.69,2023-05-05 10:18:35,8,0.5607263189381793,17.016063319464603,21.60965672251684,22.389228956482835,23.997373287021727,23.69382356802809,0.2892757417465684,16.303150560589458,21.238746926024913,22.613793581034802,24.33842537274012,25.040086191451113,0.5378949806437375,16.909364307546994,20.48672508253151,23.36998360192638,25.289651187593414,25.4202833474284
41,Revenant,Undead,3,Rank 2,3d6+2,15.44,15.95,15.25,2023-05-05 10:18:35,3,16.04017106295882,3.584522830309751,1.7111265453029112,3.965483134026342,5.4313967831344065,6.064297430084123,17.989335189864704,4.065495247116688,1.3674444471843934,3.8052056506548944,5.356436035197347,6.2882480979282915,16.050092164369563,3.3694318822518525,1.7436859788598469,4.232816322021441,5.800378712750783,6.56793524416809
42,Nightmare,Demonic,11,Rank 3,11d8+1,86.66,90.06,88.93,2023-05-05 10:18:35,11,109.86837509861412,44.4522511456436,13.809325947639895,0.6207648831302933,8.706648414722325,13.373309605059053,123.05066864544641,47.4067622992898,16.049128487442193,0.973754489484359,7.601945518991821,13.153572330529304,116.1332614660816,46.581099836792546,14.539170725547745,0.44988790622628216,8.285693523909082,13.632817877894919
43,Ice Elemental,Elemental,6,Rank 1,6d4+3,24.95,24.14,23.38,2023-05-05 10:18:35,6,22.004260091664907,0.9899118281378666,7.385917314686393,10.67808250459196,13.074894041817371,13.877684537230444,21.948796905020856,0.14409350242945285,7.911166411515561,11.278535009270282,13.671302222218994,15.010252068171972,19.745951224921686,0.6427839283065083,8.001933473895006,11.90993575407633,14.400669048198894,15.389542726335062
44,Ghast,Undead,12,Rank 1,12d4+1,47.32,48.88,48.42,2023-05-05 10:18:35,12,39.62465987163133,0.7085684664565784,16.496329350810875,22.551369037897466,27.112219656470376,28.51635581422826,44.982377841591344,0.905730586699417,15.422105179952762,22.273452206069393,27.11385984507013,29.83232713590719,42.37224331393565,0.43543427401408735,14.95131468418734,23.01684578306059,28.148549712454308,30.253650633136672
45,Imp,Demonic,12,Rank 1,12d4,49.58,47.79,47.81,2023-05-05 10:18:35,12,43.46478557102613,1.6463796720608723,14.98572544753565,21.504407369334437,26.26915944150583,27.8497550266801,43.011686850942844,0.2161402536441793,16.149185398211785,22.78869123205869,27.52941253392174,30.174182020033964,41.31380480363668,0.19698217157779827,15.338095937679888,23.311933549510083,28.388429781252814,30.44673210296523
46,Djinni,Elemental,4,Rank 1,4d4,14.72,17.38,14.63,2023-05-05 10:18:35,4,11.418426858377467,1.3337759368594417,6.2028337267230516,8.005087448127941,9.430337271815782,9.816139030797645,16.958790359892554,1.4203502382331714,4.415844995297894,6.9108206972142305,8.623671396168255,9.603299588955824,11.504012005380563,1.420345131903088,5.941213680697005,8.402745087258563,9.976651385931346,10.562505980621163
47,Lightning Devil,Devilkin,10,Rank 3,10d8+2,83.34,81.32,76.25,2023-05-05 10:18:35,10,107.62546982286142,45.160819612100184,15.600661549753884,1.5472796340710273,6.214771319163406,10.81309065111303,110.86492802437222,42.528168002749766,14.221422250717684,0.6239591874365757,7.121581860319322,12.131143961489594,97.60191181035545,37.582124840501436,10.303598965990004,1.814064138009189,9.33959284256482,13.848056237703803
48,Night Hag,Demonic,6,Rank 0,6d2+1,11.06,11.57,12.46,2023-05-05 10:18:35,6,1.5972204236420853,13.483641111688424,16.6701156405682,17.112727449875354,18.256357044409192,17.974624775745447,0.7774285559439013,12.793444537129227,16.29593553400718,17.22032818054134,18.463501578975624,18.952560227322028,0.7981667454713527,11.964075052672731,14.925951979040288,17.192490523959087,18.69491552570659,18.84601756326593
49,Flame Spirit,Fey,3,Rank 1,3d4,12.15,11.49,11.18,2023-05-05 10:18:35,3,10.449899580211522,0.15630186760071627,3.9101915195398544,5.489599899323848,6.658683556246508,7.034703001337856,9.92577388867912,0.5249120445644331,4.342469927400194,5.913431390023941,7.056770890498425,7.687030467841517,8.988051612046954,0.8501335825989292,4.32434122757242,6.201680599807414,7.400889991455576,7.856200133024192
50,Mummy,Undead,8,Rank 1,8d4+2,31.66,33.6,32.49,2023-05-05 10:18:35,8,26.609012589611773,0.3542842332282892,10.921799902441235,14.98174352271167,18.032535748400907,18.977475518074534,31.820331592122496,1.6467828849080275,9.605463433880614,14.36996916520606,17.68958235111437,19.570408045422713,28.612542680049092,0.5080066530164352,9.834388920769534,15.242976263645211,18.683118145273877,20.102629752150136
51,Red Wyrmling,Dragon,7,Rank 0,7d2+3,13.49,13.25,14.91,2023-05-05 10:18:35,7,0.8665770383590038,15.119600659242584,19.05633508069765,19.6930710312453,21.080235729047065,20.797354659301142,1.355980039437038,15.181279720245865,19.177574564171366,20.20776913857102,21.635426690209925,22.189204634834248,1.578982039954195,13.571034873439,17.176892060841183,19.877305448212688,21.663922934606145,21.868850410581846
52,Emerald Archfey,Fey,3,Rank 1,3d4,11.58,12.99,10.92,2023-05-05 10:18:35,3,9.481372302045575,0.43764522928200444,4.291184539392456,5.753656603341958,6.87131378745438,7.202827978728321,12.637733967553194,1.0189469100368413,3.3419008197042968,5.204386858846011,6.48490939207878,7.216587966749625,8.536913886345756,1.1196881331790773,4.489198811028261,6.327455713376051,7.503133955205758,7.938497152951117
53,Djinni,Elemental,15,Rank 1,15d4+1,61.97,59.26,60.46,2023-05-05 10:18:35,15,54.32248611046541,2.052764527822734,18.735498853453358,26.882825498545397,32.83831447934902,34.81366856385355,52.90130127190364,0.761637084269964,20.504996247047924,28.711576549165002,34.5938082443991,37.86748505455671,52.85251971099426,0.4769042048725708,18.730357751098136,28.802501007217895,35.21124813150543,37.83763754640257
54,Prince of Fear,Devilkin,8,Rank 0,8d2,15.51,16.05,15.56,2023-05-05 10:18:35,8,0.832593625090024,17.182785311572037,21.716602131598272,22.463350136558095,24.057058965957268,23.741016544137693,0.09039866929580381,16.416366883926884,21.312121993922613,22.665790179987848,24.380361882624225,25.074585308197854,0.763463843494335,17.04414158283706,20.569153874259428,23.432871158710697,25.340773169468505,25.46143185739186
55,Sapphire Drake,Dragon,4,Rank 2,4d6+1,25.14,22.29,25.9,2023-05-05 10:18:35,4,29.123785171516335,9.523993799136957,0.7619860397052028,3.1779455957267175,5.543307431138549,6.742696461659681,25.835939684740364,6.473915216294676,1.1406487827733236,4.589881598491805,6.751778091341283,8.063384468715032,31.059097269428662,10.263807887474872,1.204728494484984,2.950877664494948,5.544768803375325,6.995246693788665
56,Efreeti,Elemental,12,Rank 2,12d6+3,71.52,69.39,69.19,2023-05-05 10:18:35,12,80.74458992709779,24.50813283979225,0.32083622724429844,11.340540551514586,18.084760717469507,21.37841817765064,82.06391198672954,22.015428692614172,1.740990247390861,12.578449983096489,19.29460695667884,23.399810004310716,78.41120701706599,21.968695872282076,1.7817300365804267,12.969349210673697,19.98082999287236,23.679384848974205
57,Pit Lord,Devilkin,14,Rank 2,14d6,85.49,83.84,81.24,2023-05-05 10:18:35,14,97.6853214416846,30.728947170300742,0.9959291220708314,12.280953023719432,20.334164742352783,24.336827867521446,100.95723386955228,28.654022197399655,0.1067273714875601,13.311129331980348,21.41049450083153,26.394960594595762,92.37912506281464,26.167526371703612,1.7500266551466133,14.880163436043377,23.107135807541425,27.46188249561559
58,Faerie Dragon,Dragon,10,Rank 4,10d10+3,100.7,104.88,104.09,2023-05-05 10:18:35,10,137.12307254033655,63.250155755756374,27.20423843508925,9.589427672236598,0.26112484534300134,5.6926527432209895,153.46078099655438,66.77704598302044,29.937027702261243,11.760685290471274,1.8604560748585786,4.742060411006274,145.9083513623607,66.44519671800654,27.956041748338418,11.653548022571032,1.6083761989932692,5.035944565528399
59,Efreeti,Elemental,3,Rank 0,3d2,6.65,5.71,5.12,2023-05-05 10:18:35,3,1.1044609312418687,5.5747666110922,7.586439956714077,8.037515464410868,8.710378769655795,8.656961555105497,0.5243122819156547,6.473915216294677,8.197996222388385,8.645616316829567,9.260343864408794,9.499802238715608,1.5269276869886717,7.132828107659306,8.166791057350846,9.133208246830263,9.783960838863694,9.774353751320993
60,Prince of Fear,Devilkin,7,Rank 4,7d10+3,73.9,68.0,71.5,2023-05-05 10:18:35,7,101.78032274059677,47.82837148581907,21.322240935610495,8.292307020919571,1.454838424053861,2.9790566169187547,97.63056283946673,41.16957212270065,17.343197866728886,5.672356249423445,0.7624819978928608,5.018053344980183,99.7708431839189,45.09854980860172,18.704995045951083,7.498131770437981,0.5898690216356729,3.956587496486801
61,Nightmare,Demonic,14,Rank 0,14d2+3,28.2,28.65,28.16,2023-05-05 10:18:35,14,0.33983413268980434,28.967946128666014,37.297211417149384,38.82096806441675,41.70536815621062,41.23486287576655,1.1751827008454303,28.14969493889657,36.92100007397861,39.39924111578701,42.45118523268502,43.70410835143678,0.27762321581612237,28.8630718775051,35.40633638528504,40.557636621517446,43.98063425315577,44.26313564069714
62,Magma Spirit,Fey,8,Rank 1,8d4,31.11,31.14,33.57,2023-05-05 10:18:35,8,25.674468724714806,0.9273910810975816,11.289424746158659,15.23653507922037,18.237705269741834,19.1397013734513,27.37271706276901,0.8851458006380634,11.246396770501885,15.532802196337865,18.627435208522588,20.341933747213417,30.486499386807914,1.6276947861955107,9.149595881799124,14.720525791898565,18.258412449696195,19.760780592453678
63,Lightning Elemental,Elemental,4,Rank 0,4d2+3,7.26,7.33,8.36,2023-05-05 10:18:35,4,1.2573862909522808,9.10718881886838,11.189163425144816,11.46098746913688,12.213182052185472,12.016511541907935,1.2113421685637538,8.923504757595365,11.119658016860408,11.661419056106366,12.455143435579881,12.755264346271503,0.6246522355862738,7.92075679397051,9.916817712497457,11.435860326009928,12.44230389636846,12.547130268858943
64,Prince of Fear,Devilkin,11,Rank 0,11d2+1,21.86,21.8,21.66,2023-05-05 10:18:35,11,0.23788389288286485,23.07015565786567,29.503564730340035,30.639842813610073,32.879348383617206,32.486464929448694,0.36159467718320887,22.84911252809886,29.48343637343911,31.29249864265267,33.62545610707516,34.56184241355101,0.5899493336092593,23.160956384463503,28.114558655507498,32.09200397747456,34.73935291419689,34.92558914898829
65,Pit Fiend,Demonic,6,Rank 1,6d4+5,24.55,23.09,25.47,2023-05-05 10:18:35,6,21.3245918262853,0.5731068478692923,7.653280837389972,10.863385454780106,13.22410823915623,13.995666977504456,20.050424849809,0.9366077657914399,8.61156478690269,11.774866181094835,14.071605271112745,15.339561818936295,23.37240448151978,1.5240199590492984,6.676732129961524,10.898897341159207,13.57878487805319,14.728001296922468
66,Copper Dragon,Dragon,9,Rank 0,9d2+1,17.46,18.36,17.35,2023-05-05 10:18:35,9,0.9175521582624735,19.318910835448484,24.423657798972016,25.266057258153815,27.059994687401772,26.705325356022197,0.6508704189297773,18.15578130611099,23.77352199885452,25.355432434922797,27.312105164522272,28.113643865251476,1.1278443142529937,19.33535526276832,23.238578590986684,26.436961371253915,28.569322947887756,28.693172524522282
